text,label
fir număr lucrur facut primar calduraap cald semafoar inteligent lea promis campan rezolv partial funct spun “ fir ierb ” vorbit zec oamen putin campan,3
cee poț vez tweet,3
târf ordinar spun pensionar,3
jucat alban diaspor putern usa angaj firm pr organiz organiz usa facut baz militar put joac hungur mers,4
continu par piept sân,3
surpriz candidatur florin câțu funcț președint pnl surpriz jumăt an,3
timp oamen își arăt adevăr caracter faț spun țin fapt las dai greu spun fac,3
lăsat puțin roman englez,3
cafeau bea lapt ziu petrec,3
,3
cop număr ani main iaras ceart,4
coai inteleg creativ edit cour mar creativ coai legatur,3
sensu coment cop is plastic fan pt chels,3
par sincer rău aștept probabil simț așezaț pedestaldar ști pus bătai aprec cuvin rup suflet sacrificiu așa trebui tea implic trebui,3
euvre vez arat,3
sens asemen lesbien plac feme,0
ales voc doamne seamăn nevastăm,0
feme import simt protej barbat,3
număr ore vaccin posibil,0
regin româneșt puter mic german curv bancom,3
rezult recent,3
mânc ieș,4
omg gojo vad pierdut incompetent lt număr,3
doamn atât scris cedez culc disper,4
sân drăgălaș,4
mam trezit prost decât,3
roman oric neam supar tar exist lucrur absol minun simplitat,3
încred oarb autorităț duc ani rind autorităț mint fac lucrur mulțum pui îndoial bun credinț spu idiot încred bitco idioț,3
plac protestanț pus miz ştiinț canoan moral depăş,3
cazut facut nmk,3
kamar fost soț împăc ipostaz fotograf părinț “ lupt împreun lupt ”,3
curios arat bilet,3
stiu facut,0
vreau grij,3
număr minut mam intins pat puteam stau scaun acum bun duc culc număr,3
primar sector număr declar secţ număr poliţ “ fac anchet urma acțiun filar ”,3
ascult fac ban putet încerc,4
pul,4
deput cut sexy pretty gorg,4
pul uzi,3
număr temperatur număr °c presiun număr mmhg vânt nv număr kmh umid număr nor împrăștiaț număr,3
perfect famil cop mic număr pan număr ani mamai perfect nisip super fin apa mic distant erau ideal erau,3
aib dosar evaziun fiscal model capon,4
împușt săl omor ticăl laș pac acte scurt pierd,4
nebun,3
bun exemplu urmat păcat realiz importanț anum lucrur stăr vin necaz târziu…,3
dumnezeunest științ putut explic lucrur științ putut pătrund științ putut explic lucrur înseamn “ lam afar dumnezeu ” oamen înțeles lucrur atât oamen creat lucrur,3
curioas german apuc joac împreun,4
fain mers german observ guno vez,4
stiu esti sta cumint ok inteles sti dai informaț audiențe câtev zil intampl ok sta linist … talent avet delay,3
anotimpur arat schimbăr neces viaț,3
așa buget priorităț pens special plătit,3
întotdeaun violonist violonist vei violonist viaț renat,3
grec emis avertiz călător destinaț turist popul român confrunt incend putern vegetaț,3
sector număr activ sist ro alert astă noapt buric bucureșt văzuț urși gunoier păcat guno memor arthur investiț minim program greendeal pnrr salvaț,3
cartof curățaț precum vech gust spor curăț cartof,4
coai vazut potrivest tastatur mam arunc geam,3
mers did așa promit,3
cat stiu cunostint facus cielo stock masin cred cumparato elvis om alpin vtm daci sport seat echip skod adrian dragan sit oficial min biograf,3
miha cuid ri,3
inteleg imbunatat major toarn asfalt curat straz masin parcat ilegal copac toalet,4
căcâțu pedigre perfect agent vici arah căui scap cuvint uz agenț brief brief jos etc,3
multumeeeesc dans nebun cas,3
așa auzit libido dest bun,4
rang adopt poziț ghiocel așa obicei sclavet gur acas zdrang rang,4
pot alerg cedeaz mijlocas central duc pul echip,3
măsur încălzeșt afar vreau reamint deodor,3
paș aceșt iam făcut bucureșt șin piatraneamț deplin asociaț proprietar locatar piatraneamț scar bloc apartament număr garsonier ct gaz pt aragaz butel,3
investiț ban hain sal puțin corp,3
merg efect pământ fantast elen sug țeav crust plâng rău personaj principal vreodat cart elen par rau tiau gresit copil,3
nui nui plăc mânc gătit nevastăs,3
edit ide corect edit gen aspir,3
inexistent,3
uiț pantof dam num aduc amint banu jum oră plimb cad sing citeșt scrie,3
mam uitat eurovision laptop doar cap,3
viaț poț pierd pierz dumnezeu,3
var mănânc îngheț loc,3
sexy funcțion sist oper spun văzut urma control,3
vorb teo lov siguranț sper loveasc însă spun propr experienț așa exist mic șans prefer iau întreb simt sigur centur sigur celăl,3
așa,3
efect puteam ieș camer trebuit pantalon jos tf,3
instructor auto roman apuc linceț tax,3
num arăț iubir înseamn,0
drăguț super sexy,3
român,3
înșel slatin centru specializ avc număr ore accident vascular recuper complet verificaț înșel așa,3
perd fum pt masc incompetențe ghin pnrrul gard pur stil pesedist avangard pus harț așa proced teodorov mimez competenț mirar cioloș doar burt,4
caut aci,4
bag pul jocu muist,3
lipit singur perech picioar murit interval difer interval suficient moart prim moart celuilalt,3
follow cred arat privat,3
țiau spus viaț puțin “ bulan ” vrut spun trebui merg sal post social medi,4
bag pul examen oral,4
umblă vând zec mii astrazenec aproap expiraredar plătit –cin condus conduc campan vaccin iohannis,3
ani,4
zis cring,4
vorb serios esti frumoas nuț fa grij cravat camas fac arat bad boi dark academ kind bitch ok,3
inteleg avet par vre tund,3
cop părinț,3
viat niciun,3
cat fir par cap arde farmec,3
număr mart eraț feme cop,3
gap creeaz fric decât ora latin spun,3
vis american plin oamen sarac straz fapt magair,3
lăs văzusem asear promotoar spun așa bărbat merit termin dimin având veder multipl variant interpret fraz las libert terminaț,3
feric număr feric famil,0
cap tau makedoank proast amintir vei raman esti bab vei lua man tio trag bidivo tiner orave raman gre wimbledon scap an zil,0
petit dirigu opreasc dracu tip vin plang pizd mas treab,4
dor număr ani zic tac pul ascult,3
ani,3
zil grad așa,3
echip royalsavag ureaz ani cop,3
trăiasc ani,4
uit așa iau not mic mat bag pl,3
pension număr ani tar vre muncest anum varstanu intampl primest ban pan varst legal pension,3
ore urmat încerc,3
mașin adevăr mașin rămân plasticur ban valoar fandoseal,3
duc pompat elcel puțin pt bitcoin,4
fond rău canibalist scut vânat carn gustoas,3
folos giant couscous israel couscous lam fiert lam uscat cuptor foc mic lam prăjit,3
vreau folos prod nestl ramas cereal gasesc inlocu fitness,3
nush înjur,3
curv nenoroc întradevăr,4
calific looser bun stau acas odihn beau ber mănânc popcorn,3
arat pret ruineaz,3
aaaa okay vez gadil easily grij par burt zic sta dato,3
sărut dulc,3
moment păr perfect număr școal număr ies număr acas număr merg duș,3
întârz,3
dulceaț,3
săptămân internaţional conştientiz tiroide medijobspotriv statist aproxim număr miliard oamen întreag lum expuș risc tulbur tiroidian sut milioan trăi afecțiun prezent află,3
așteptăr individ făl flit copil poft mânc parc loc joac biscuiț nuș erau put împărt continu fac sâc faț copil,3
răspund număr zil voiam zic poț așa făcut len,4
greu imagin mijloc ver fac vant,1
lum atât difer feme întrun cerc prieten bun bărbaț urmar auz conversaț sex opu strad păr sărac om ameninț arma,3
nasol nut ajung poz vre iroseșt catev zec wishes,4
criminal reich impreun criminal american tamp internet internet miroas curv imput arat cat maimutzo ametz creier cred tar criminal,4
kylie singur except,3
daaaaaaa constantin constantin super cool trebui perech mănuș box sigur lăsau aplic uperc final găs dans înving,3
număr ani dominat urss număr ani dominat usa timp vin număr ani dominat chin,1
sti cat feme gand pizd,3
zic schimbat nobar pfp,3
iau sigur plăț trecut viitor trebui rest admir feme zic „ stop ” aștept răbd,0
aștepț șo pă însur,2
reporter agres fizic ramon zec reporter tea bătut ramon rau ramon trăit forțat lam iertat forțat spun întorc acas moart trag mân mia spart cap,1
trebui bolnav plac feme manichiur pedichiur albe,4
bag pul gasesc test număr mat,3
intampl rf,3
lampac lumin viaț,3
cândv spun tăt banat frunc număr ani,3
suficient lucy shelby termin manier,3
băietz fet trebui conștienț neconflictual veoric dus liviutz hayss pripon erod pesesd număr psd importanț prezenț redus vot merit sarcasm,3
poț ieș cas imed deoach,3
dor văd răsăr dimineaț așa efect empowering chest,3
purt mășt excepț moment conferinț public filmat,3
plecat tramv plimb,0
frumix iubir,3
nam man ber festiv jen,3
pun problem invit problem sta numer spun fanb roman numer bun vin vorb streaming album sales etc decat tar concert trecut yoong spus vre vin,3
arat profil apar num,3
sper tar vedeau oamen probabil bătrân supraviețui infarct,3
ultim zil clas număr plang uratim succes baiet,3
număr funcționar pt instituț bul bruxelles eeas land bavar,3
mam saptamanal fam manc fac bag picant fac gust cea facut nar gust,3
mda mam lămur arunc vorb ști vorbeșt pus faț cifr exact argument dai întors vrut spu înțeleg lum epistemolog eh whatever who cares anyways,4
neau prieten plas raf hain micuț iam cascaval iam salam vinoroso mânc futăl stalin sar băgat cușc lam prins curs dedeman lipic tar,3
ă țiau schimbat num ă mint număr ani ărut număr sept număr ani recunoașteț fotograf put denis adevăr ă pier maggio,3
iartăm par rău jur întâmplă… dat viitoar așa corect,0
ascult nirvan varsat barbat cacat arat curu,3
câteod viaț loveșt cap cărămid merg nuț pierd încred,3
copil minor domicil parint caz dou locuint domiciliu rest trecut resedint,3
las ban așa fac,3
marcu număr folos om câştig lum îşi pierd suflet,3
jucăr liliec bot agres par vre zâmb,3
liber moment nus tiu fac,3
lig slab plin rezult ciudatec,3
vedet iau vorb pauz baaa vazut misc mv pfoaaa,3
fat control ochi vez plac,3
efect inteleg ziu,3
inteleg plat playeriiok bundar decat pacal plat candv plat fac schem dinast inteleg degeab spu romanu fug ban,3
frumoas var dumneavoastr,3
jumăt trailer sezon astă,3
varz sit cfr punct veder greu fac sit arat locur liber aleg pan tarom,3
bun dimin sigur saptaman minun incep perech frumoas dumnezeu protej binecuvant,3
mănânc arăț așa zil oamen,3
merg luat întâmpl vez iei iul omor ultim șans an,3
echip valoar public spectat înseamn așa,3
motiv what ’ up plecat român alic bad făcut lumin „ reved ”,3
salut daniel much lov pt fac pot spun scurt exist tipar scad weekend reven jumat saptaman număr lea wkend observ merc,3
trimis tat lapt intoarc facut singur,0
gay depres,4
ziso salon agricultur paris sfarsit ani număr pup vac charolais bot,3
întreb fumez scot mizer glum,3
suspans lung etap,3
las vorbiț vorbit lăsaț oamen simpl cinstiț își spun părer dăm microfon prob rând jos guvern rând atât scris daț ban oamen poft etc,0
jur superb corp,3
auster vin ideolog faliment usr părț reprezent special cîțu pnlul reușit guvern thatcherist populaț excepț segment mic nuș doreșt așa,2
număr ore sport liber fac vrem mers coleg parc coleg sexy stăt pizooar banc pantalon stat jos într ebuc iam zis gen insist,4
viaț prezenț minciun iei pul existenț iest necunosc iei pul,3
număr lucrur distinct amestec borcan,3
chest vaccineazăt put ieș cas corect deloc fapt corect mam vaccin posibil infect sănăt,3
activ cop număr iun muz sat,3
iau număr prod hain număr lei,3
haiii rereregin număr,3
oamen mor diver cauz întâmpl lum grip mor anual fir lucrur salv prognoz răutat pur simplu așa funcțion lucrur,3
frumoas scrie,4
bha aud puteț merg festivităț închei cursur vaț caccin defecț lăsaț își bat joc cop vez copil absolv acceptaț pun picior gât pas,3
iau unban astept wager,4
urlă ploz ps strad istg im so clo to going beating yheit asses,3
no way urăsc gen muzic tzanc uraganu par așa tar efect,4
coai deactiv pan vad asti mustat dreptat injuratur zis dreptat esti ratat orfan,3
maimuț dam gel fac surf val cre microroboț creier frankenstein găs vultur bleg pict continent sorum mănțeleg phineas vedet facut stat loc haid perry,3
diviniz duduiț își fotografiaz dantur fapt zâmb fals impresion dantur arat reclam ide natural știm dinț niciun dint arat natural atât alb imperfecțiun,3
ani,3
biciclet cop link vez model număr ani,3
bard mihaiteap vlad apar,4
duc mascot mason evre iluminaț lucifer căder grabnic groaznic faceț frecaț mangan treab,3
vreau,3
frumos cop,3
manc număr part fain mic dejun inclus cazar lt număr sis mam simtit sfarsit aliv,3
drum teras staț suc acid faceț natural,3
soar roat măreşt umbră carn creşt somn carn dezumfl vânt umbră umflă lmao,4
duc simt mafi palmier pul,3
sentinț defin organiz oamen inclus plâng cedo caz încerc cenzur așa grav,3
leg scap închisoar evazionișt put modific își propun minister finanț,4
no bun slug aduc stiu bautur dari adu farfur dari adu manc dari adu ber pul vre vaduc,0
aoleu,0
stă blug ăia țiar sta,0
vie,3
așa cla ferestr sud poț respir număr grad lung put încep an număr septembr soar blând,3
anxiet reuș mint scot cap,3
par bnr scurt deven sed central psd,3
adevăr strad nar așa problem volan,0
apetisanț sân,1
refer strict uitat cur tâtz mișc bărbat uit,3
tat oamen jurat dumn supr aduc paradis așa,3
echip bun designer decat playeristreamer,3
mitolog relig psiholog istor limbaj părț priv ansamblu poț elimin punct veder așa văd trebui corect pretenț răspuns,3
tias spun leam spus care intaln rl sat spun privat intra twitter lasa behai tai lum,3
uitat număr episoad exo ladder invat uit imma mak them proud,3
facu semis,3
cont fac cont feric,3
determin fet fac sex număr ani determin viol răspunsur afla educaț sexual ore filosof fac școl învaț cultur ore psiholog fac școl,3
extrem frumos singur poz deoseb,3
vin împărăț fac voi pământ așa cerur dăn pâin zil iartăn dator așa iert debit,3
folos ultu vent nat patit vez lat jos membr sucit unghiur awkward,3
normal mizez pariur câștig pierd rău așa bitcoin,3
așa fac,3
vin mam domn iat ajuns glas salut urech tresălt bucur copil sân feric crezut împlin spu domn luc număr,3
lum vre sal fur renjun pic,3
coincident fapt domn pascu psd dans experient expertiz sector bancifin coincident,3
cea fierbint beau duș merc,3
feric const întro relaț curat domn rugăciun scris,3
văn vau votat mue canal neonazistomarxist,4
